,14711940a_metr,23567403a_metr,28325075a_metr,28325089a_metr,28325090a_metr,29946646a_metr,29946686a_metr,29946686b_metr,33188530a_metr,33188571a_metr,33188571b_metr,33188574a_metr,33188575a_metr,33188582a_metr,33188583a_metr,33188590a_metr,33188593a_metr,33188593b_metr,33188593c_metr,33188602a_metr,33188602b_metr,33188608a_metr,33188608b_metr,33188617a_metr,33188624a_metr,33188624b_metr,33188624c_metr,33188624d_metr,33188624e_metr,33188627a_metr,33188627b_metr,33188633a_metr,33188637a_metr,33188637b_metr,33188640a_metr,33188640b_metr,33188644a_metr,33188653a_metr,33188653b_metr,33188658a_metr,33188658b_metr,33188661a_metr,33188669a_metr,33188670a_metr,33188670b_metr,33188685a_metr,33188685b_metr,33188685c_metr,33188685d_metr,33188686a_metr,33188694a_metr,33188696a_metr,33188698a_metr,33188700a_metr,33188720a_metr,33188723a_metr,33188723b_metr,33188724a_metr,33188726a_metr,33188729a_metr,33188732a_metr,33188732b_metr,33188732c_metr,33188747a_metr,33188757a_metr,33188758a_metr,33188760a_metr,33188760b_metr,33188762a_metr,33188763a_metr,33188784a_metr,33188792a_metr,33188792b_metr,33188792c_metr,33188792d_metr,33188793a_metr,33188795a_metr,33188795b_metr,33188804a_metr,33188804b_metr,33188818a_metr,33188819a_metr,33188823a_metr,33188850a_metr,33188850b_metr,33188851a_metr,33188856a_metr,33188870a_metr,33188873a_metr,33188880a_metr,33188881a_metr,33188898a_metr,33188899a_metr,33188899b_metr,33188899c_metr,33188909a_metr,33188910a_metr,33188914a_metr,33188914b_metr,33188931a_metr,33188932a_metr,33188938a_metr,33188938b_metr,33188939a_metr,33188943a_metr,33188943b_metr,33188945a_metr,33188967a_metr,33188969a_metr,33188969b_metr,33707230a_metr,33707230b_metr,33707241a_metr,33707241b_metr,33707243a_metr
33188602b_metr,0.97059,0.96882,0.98916,0.98966,0.97142,0.89772,0.78607,0.91072,0.96922,0.97351,0.96377,0.99183,0.90987,0.85776,0.91447,0.86908,0.91094,0.98341,0.95806,0.95883,1.0,0.90568,0.91713,0.9887,0.97848,0.9675,0.93529,0.93125,0.87877,0.95232,0.97892,0.96023,0.95297,0.98407,0.9215,0.9714,0.9742,0.96507,0.93156,0.95491,0.97642,0.95554,0.65104,0.88657,0.89767,0.95052,0.95657,0.92113,0.96655,0.92891,0.94815,0.98259,0.9011,0.75993,0.96995,0.90753,0.98487,0.86459,0.95374,0.97997,0.99889,0.96576,0.96379,0.87474,0.9396,0.98381,0.79603,0.98137,0.93265,0.75976,0.97211,0.97951,0.98069,0.95618,0.94412,0.96819,0.9786,0.95215,0.84959,0.91304,0.91483,0.99278,0.96288,0.9555,0.9764,0.90757,0.85302,0.9854,0.91686,0.98216,0.97823,0.9761,0.89965,0.97871,0.83612,0.92866,0.94704,0.98092,0.96762,0.85745,0.99152,0.95372,0.98149,0.98108,0.97611,0.97962,0.94033,0.97718,0.97529,0.97013,0.97622,0.98921,0.96659,0.9885,0.98193
33188608a_metr,0.99806,0.99581,0.99779,0.99571,0.99857,0.96094,0.80969,0.97494,0.99955,0.99886,0.99972,0.99938,0.98445,0.9594,0.99412,0.99759,0.99402,0.99839,0.99823,0.99646,0.99759,1.0,0.92993,0.98736,0.99976,0.97726,0.99511,0.99608,0.74011,0.99709,0.99906,0.99666,0.99462,0.99992,0.99074,0.99834,0.97149,0.99445,0.99982,0.99907,0.99927,0.99887,0.58924,0.91983,0.98451,0.9928,0.98794,0.97528,0.99598,0.98746,0.99619,0.9988,0.9301,0.59598,0.99981,0.96394,0.99707,0.8167,0.99791,0.99536,0.93857,0.9959,0.99659,0.97939,0.99055,0.98603,0.75552,0.97799,0.99129,0.9427,0.99966,0.99934,0.99849,0.99952,0.99884,0.9994,0.99941,0.99933,0.68092,0.999,0.92244,0.99938,0.99822,0.98238,0.99989,0.9583,0.82611,0.99722,0.99993,0.99746,0.99908,0.9989,0.98591,0.99872,0.80121,0.89406,0.99807,0.99749,0.99204,0.99408,0.99684,0.99028,0.9976,0.99871,0.99868,0.99853,0.96802,0.89473,0.99919,0.99952,0.99992,0.97138,0.99857,0.99065,0.99704
33188608b_metr,0.76696,0.93487,0.90758,0.90743,0.86029,0.95695,0.57739,0.70737,0.84088,0.84997,0.82955,0.84624,0.62121,0.71588,0.85354,0.73861,0.84684,0.85436,0.97613,0.69759,0.78572,0.70186,1.0,0.85374,0.87106,0.79393,0.83185,0.82335,0.69066,0.89834,0.89504,0.81683,0.82006,0.82463,0.92652,0.74375,0.9938,0.82288,0.77682,0.80105,0.74749,0.88761,0.89759,0.90338,0.82862,0.96825,0.84834,0.86393,0.84026,0.88552,0.78166,0.88609,0.88863,0.55845,0.79653,0.89352,0.78057,0.64624,0.8536,0.68574,0.99686,0.93673,0.89235,0.79143,0.87822,0.71925,0.67686,0.89303,0.81199,0.5389,0.85192,0.8902,0.83089,0.79095,0.79766,0.76023,0.89328,0.78309,0.67724,0.81774,0.66696,0.85853,0.92083,0.96318,0.92464,0.86439,0.7711,0.79039,0.77581,0.93751,0.93948,0.89946,0.88251,0.7959,0.6219,0.91436,0.83621,0.86691,0.82407,0.81901,0.84057,0.85834,0.74123,0.76311,0.7216,0.77214,0.70711,0.67057,0.87626,0.84859,0.85293,0.75795,0.84232,0.8288,0.90495
33188617a_metr,0.99335,0.99493,0.9726,0.96587,0.99155,0.9923,0.70338,0.92645,0.99903,0.99858,0.99967,0.98401,0.94434,0.89999,0.99694,0.9719,0.99738,0.99831,0.9939,0.97145,0.9801,0.97571,0.97851,1.0,0.99996,0.978,0.99818,0.99847,0.7175,0.99871,0.99763,0.99832,0.99778,0.99981,0.99787,0.9896,0.99578,0.99789,0.9826,0.99316,0.98119,0.97831,0.96224,0.92526,0.99503,0.98466,0.93419,0.91551,0.99563,0.93702,0.99453,0.99152,0.94165,0.80769,0.99829,0.91572,0.97021,0.81129,0.99815,0.96878,0.99237,0.97982,0.99761,0.94562,0.95328,0.9444,0.81659,0.97191,0.99072,0.87853,0.99458,0.99435,0.99377,0.99883,0.99846,0.99003,0.99546,0.99837,0.73744,0.99977,0.96294,0.98868,0.99405,0.97682,0.99981,0.89409,0.80628,0.97295,0.99687,0.99803,0.99927,0.99727,0.99524,0.9984,0.86047,0.98264,0.99791,0.99951,0.99716,0.9969,0.9713,0.99669,0.99161,0.99333,0.98414,0.99191,0.95576,0.88378,0.99405,0.99963,0.99787,0.95802,0.99828,0.97881,0.97254
33188624a_metr,0.9989,0.99376,0.99608,0.99357,0.99912,0.97405,0.801,0.97193,0.99924,0.99849,0.99991,0.99945,0.98236,0.95502,0.99596,0.99582,0.99597,0.99938,0.9974,0.9957,0.99784,0.9962,0.99414,0.98453,1.0,0.9834,0.99703,0.99754,0.71602,0.99878,0.99973,0.99803,0.99639,0.99997,0.99501,0.99933,0.98359,0.99632,0.99933,0.9993,0.99899,0.99829,0.94273,0.91159,0.98752,0.99053,0.95702,0.94417,0.99533,0.9621,0.9977,0.99957,0.96122,0.58434,0.99966,0.94749,0.99561,0.80181,0.99709,0.99453,0.9762,0.99312,0.99488,0.97907,0.98782,0.98282,0.74755,0.98042,0.99395,0.93863,0.9996,0.99961,0.99899,0.99963,0.99903,0.99993,0.9998,0.99871,0.89114,0.99854,0.97125,0.99989,0.99907,0.98304,0.99976,0.92432,0.86723,0.99605,0.99996,0.99678,0.99972,0.99964,0.98904,0.9992,0.86107,0.97961,0.99728,0.99722,0.99452,0.99269,0.99566,0.99274,0.99708,0.99923,0.99907,0.99892,0.96237,0.89431,0.99952,0.9999,0.99978,0.96376,0.99748,0.9942,0.99624
33188624b_metr,0.99957,0.98579,0.98533,0.98096,0.99883,0.98673,0.75943,0.95398,0.99694,0.99601,0.99879,0.99478,0.9681,0.93188,0.99965,0.98485,0.9996,0.99943,0.99688,0.98734,0.99324,0.99074,0.9562,0.97497,0.99676,1.0,0.99974,0.9999,0.77902,0.99983,0.9998,0.99972,0.99964,0.999,0.99961,0.99805,0.99431,0.99968,0.99298,0.99932,0.99297,0.99111,0.96047,0.89266,0.99627,0.97713,0.95299,0.93003,0.99105,0.95179,0.99975,0.99849,0.92955,0.53052,0.99889,0.92265,0.9852,0.75822,0.99474,0.98569,0.986,0.98587,0.98779,0.97027,0.97248,0.9815,0.90272,0.9955,0.99819,0.91544,0.99942,0.9996,0.99782,0.99882,0.9995,0.99744,0.99982,0.99773,0.8371,0.99604,0.98762,0.9975,0.99974,0.96137,0.99751,0.89479,0.70568,0.98676,0.99957,0.9951,0.9998,0.99989,0.99696,0.99954,0.9219,0.97086,0.99303,0.99516,0.99905,0.99088,0.98613,0.99835,0.99466,0.99949,0.9953,0.99901,0.98578,0.92949,0.99958,0.99921,0.99914,0.98474,0.9949,0.99444,0.9926
33188624c_metr,0.99903,0.98707,0.98254,0.97776,0.99794,0.98813,0.7496,0.94927,0.99752,0.99628,0.99912,0.99302,0.96416,0.92615,0.99975,0.98201,0.99952,0.99965,0.99601,0.98473,0.99137,0.98863,0.95132,0.982,0.99722,0.99523,1.0,0.99983,0.80484,0.99953,0.99982,0.99996,0.9997,0.99915,0.99986,0.99694,0.99372,0.99963,0.99098,0.9986,0.99095,0.98885,0.98211,0.89307,0.99734,0.9781,0.95624,0.93369,0.99086,0.95219,0.99957,0.99749,0.91246,0.51802,0.99891,0.93999,0.98234,0.74815,0.99434,0.98296,0.98285,0.98744,0.98791,0.96711,0.96863,0.98295,0.87175,0.99261,0.99798,0.90943,0.99882,0.99904,0.99697,0.999,0.9998,0.9962,0.99942,0.99777,0.8717,0.99565,0.9843,0.99576,0.99928,0.9638,0.99797,0.89957,0.75487,0.98413,0.99932,0.99465,0.99984,0.99987,0.99738,0.9998,0.91436,0.9688,0.99319,0.99586,0.99924,0.99147,0.98341,0.9987,0.99369,0.99886,0.99366,0.99819,0.98742,0.93078,0.99899,0.99947,0.99905,0.98255,0.99538,0.98873,0.99475
33188624d_metr,0.99936,0.98601,0.98405,0.97949,0.99846,0.98726,0.75508,0.9519,0.99716,0.99575,0.99893,0.994,0.97324,0.92933,0.99977,0.98354,0.99967,0.99938,0.99653,0.98619,0.99244,0.98984,0.92914,0.98074,0.99688,0.99686,0.99985,1.0,0.80167,0.99975,0.99982,0.99987,0.99964,0.99905,0.99978,0.99757,0.99455,0.99971,0.99207,0.99901,0.99207,0.9901,0.95767,0.89206,0.99683,0.97633,0.95322,0.92989,0.99086,0.95119,0.99972,0.99806,0.91764,0.52856,0.9989,0.93396,0.98391,0.75374,0.99451,0.98449,0.98592,0.9858,0.9874,0.96896,0.97073,0.98521,0.87688,0.99527,0.99817,0.91281,0.99916,0.99937,0.99742,0.9989,0.99965,0.99689,0.99966,0.99773,0.83637,0.99581,0.97051,0.99651,0.99957,0.9616,0.99765,0.8945,0.72445,0.98557,0.99947,0.99475,0.99984,0.9999,0.99723,0.99968,0.9014,0.97096,0.99301,0.99545,0.99922,0.99109,0.98491,0.99861,0.99419,0.99923,0.99459,0.99867,0.98495,0.93385,0.99933,0.99932,0.9991,0.98492,0.99504,0.99066,0.99525
33188624e_metr,0.98731,0.99635,0.99564,0.99346,0.98878,0.94917,0.80196,0.96647,0.99608,0.99679,0.99329,0.99141,0.97517,0.9531,0.98119,0.99569,0.9813,0.98793,0.98775,0.98787,0.98699,0.98461,0.91526,0.983,0.99336,0.97074,0.98363,0.98532,1.0,0.98727,0.99175,0.9854,0.98269,0.99324,0.98069,0.98842,0.95822,0.9828,0.99451,0.99006,0.992,0.99204,0.88023,0.9445,0.97023,0.99687,0.96056,0.95866,0.99212,0.9749,0.98435,0.99065,0.95431,0.58749,0.99593,0.96534,0.99213,0.80747,0.99304,0.98629,0.94329,0.9899,0.99588,0.96202,0.98752,0.97788,0.7261,0.96543,0.97521,0.93112,0.99241,0.99087,0.99496,0.99536,0.99051,0.9922,0.99126,0.99761,0.66984,0.99552,0.90717,0.99147,0.98785,0.99375,0.99239,0.95771,0.7884,0.99077,0.99402,0.99354,0.98977,0.99102,0.97303,0.99094,0.79457,0.92779,0.99475,0.99752,0.97949,0.99899,0.9901,0.97679,0.99269,0.98887,0.98911,0.98847,0.95761,0.93205,0.99033,0.99208,0.9955,0.97548,0.99762,0.97804,0.98906
33188627a_metr,0.99744,0.96534,0.99661,0.99592,0.99703,0.99496,0.92341,0.98538,0.98906,0.98365,0.99032,0.99384,0.98704,0.96833,0.98318,0.97594,0.98233,0.99303,0.99033,0.9957,0.99765,0.96734,0.94456,0.98974,0.97488,0.99663,0.992,0.98669,0.80544,1.0,0.99406,0.99801,0.99799,0.98179,0.96976,0.99742,0.99832,0.99991,0.99338,0.99568,0.99555,0.99305,0.95595,0.82463,0.99747,0.95231,0.9481,0.95858,0.98259,0.96134,0.99618,0.99367,0.91301,0.89092,0.99343,0.95421,0.99446,0.95185,0.98543,0.9974,0.99184,0.97599,0.98021,0.99119,0.98724,0.99357,0.93772,0.98999,0.99503,0.97731,0.99322,0.99607,0.99556,0.99483,0.99382,0.99632,0.99576,0.99441,0.93773,0.98495,0.96191,0.98885,0.99731,0.93325,0.98358,0.95684,0.93795,0.99741,0.98597,0.98568,0.99226,0.99368,0.99764,0.99213,0.92182,0.93887,0.99165,0.99232,0.99762,0.95602,0.99814,0.99676,0.99001,0.99721,0.99851,0.99704,0.99008,0.89729,0.99309,0.99089,0.9947,0.96809,0.9884,0.9738,0.99837
33188627b_metr,0.96469,0.99595,0.97869,0.97866,0.9767,0.8677,0.94021,0.97091,0.98609,0.98834,0.98363,0.98157,0.96658,0.97505,0.94126,0.9928,0.93975,0.96355,0.96041,0.97702,0.96615,0.95735,0.94848,0.98463,0.98456,0.97862,0.94495,0.95248,0.9228,0.95552,1.0,0.95476,0.94315,0.98477,0.93635,0.97617,0.88827,0.943,0.98154,0.97927,0.98374,0.9859,0.83507,0.95373,0.90127,0.98948,0.96834,0.97343,0.97929,0.97686,0.95047,0.98495,0.94898,0.92148,0.98702,0.96822,0.98366,0.95024,0.98304,0.97382,0.88698,0.96619,0.98292,0.91669,0.97661,0.97456,0.77938,0.98095,0.91082,0.95781,0.9864,0.9806,0.98194,0.98378,0.977,0.98359,0.98033,0.97913,0.86074,0.96715,0.9469,0.98557,0.96634,0.99199,0.98028,0.96787,0.87847,0.97655,0.97968,0.98173,0.97354,0.97652,0.91274,0.9778,0.93861,0.7922,0.97672,0.9787,0.93091,0.99579,0.98184,0.92456,0.97682,0.97265,0.97494,0.97398,0.97501,0.92999,0.97857,0.98012,0.98572,0.96921,0.98381,0.95422,0.98023
33188633a_metr,0.99939,0.98752,0.98317,0.97874,0.99835,0.99539,0.75735,0.95261,0.99543,0.99382,0.99778,0.99379,0.96698,0.92999,0.99994,0.98266,1.0,0.99881,0.99026,0.98632,0.99269,0.99031,0.97593,0.96641,0.99406,0.99231,0.99998,0.9999,0.84142,0.9981,0.99946,1.0,0.99993,0.99798,0.99959,0.99752,0.99983,0.99992,0.9915,0.99882,0.99182,0.98984,0.96436,0.87685,0.99743,0.96503,0.92842,0.88448,0.9879,0.91599,0.9999,0.99775,0.90516,0.76431,0.99813,0.95199,0.98351,0.87352,0.9928,0.98473,0.99848,0.99496,0.98387,0.98647,0.97029,0.96612,0.91355,0.96035,0.99889,0.95182,0.99877,0.99912,0.99655,0.99817,0.99933,0.99642,0.99937,0.99668,0.89385,0.99412,0.98014,0.99618,0.99955,0.97044,0.99509,0.83967,0.83526,0.98516,0.99893,0.99337,0.99927,0.9996,0.999,0.99932,0.87052,0.99382,0.99069,0.99422,0.99973,0.98931,0.98465,0.99943,0.99294,0.99914,0.99461,0.99859,0.98639,0.92085,0.99913,0.99838,0.99839,0.97434,0.99283,0.99048,0.98674
33188637a_metr,0.99958,0.98755,0.98418,0.97991,0.99867,0.99514,0.76104,0.95436,0.99511,0.99388,0.99756,0.99443,0.96845,0.93212,0.99982,0.98369,0.99995,0.99877,0.98999,0.98728,0.99339,0.99109,0.97712,0.96792,0.99369,0.9913,0.99997,0.99983,0.8417,0.99813,0.99943,0.99993,1.0,0.99783,0.99953,0.99792,0.99962,0.99998,0.99221,0.99907,0.99256,0.99067,0.97279,0.87628,0.99703,0.96453,0.92858,0.88277,0.98821,0.9147,0.99996,0.9981,0.89962,0.75604,0.9981,0.96544,0.98456,0.83438,0.99284,0.98574,0.99921,0.99345,0.98398,0.98757,0.9717,0.96762,0.88184,0.9586,0.99896,0.95473,0.99897,0.99931,0.99683,0.99808,0.99919,0.99686,0.9995,0.99663,0.88805,0.99416,0.98174,0.99666,0.99971,0.96989,0.99491,0.83787,0.83378,0.98612,0.999,0.99352,0.99917,0.99959,0.99912,0.99921,0.87554,0.99461,0.99093,0.99393,0.99967,0.98904,0.98564,0.99931,0.99327,0.99936,0.99521,0.99889,0.98501,0.91724,0.99933,0.99818,0.9984,0.97355,0.99255,0.99098,0.98769
33188637b_metr,0.99915,0.99008,0.98367,0.97896,0.99821,0.98825,0.75155,0.95034,0.99799,0.99681,0.9994,0.99359,0.96503,0.92753,0.99908,0.98316,0.99926,0.99989,0.99835,0.98541,0.99178,0.98903,0.93434,0.96553,0.99806,0.97333,0.99958,0.99973,0.79124,0.9993,0.99992,0.99987,0.9995,1.0,0.99872,0.99725,0.99421,0.99944,0.99176,0.99885,0.99161,0.98958,0.95009,0.9004,0.99676,0.98415,0.93188,0.91811,0.99208,0.94576,0.99952,0.99787,0.94139,0.72664,0.99917,0.92879,0.9833,0.8514,0.9951,0.98363,0.99438,0.98483,0.98972,0.96732,0.96989,0.96455,0.93356,0.95911,0.99772,0.91051,0.99912,0.99927,0.99753,0.9992,0.99981,0.99672,0.99961,0.99814,0.83714,0.99637,0.94531,0.99625,0.99939,0.97152,0.99869,0.89769,0.83576,0.98505,0.99957,0.99511,0.99995,0.99996,0.99648,0.99983,0.84188,0.99148,0.9941,0.99611,0.99886,0.99196,0.98429,0.99816,0.99445,0.99905,0.9941,0.99843,0.95171,0.88859,0.99921,0.99969,0.99933,0.95437,0.99608,0.98895,0.986
33188640a_metr,0.99949,0.98572,0.98368,0.97935,0.99852,0.99552,0.75956,0.95364,0.99514,0.99372,0.99758,0.99414,0.96784,0.93123,0.99982,0.98319,0.99995,0.9987,0.9895,0.98686,0.9931,0.99077,0.9784,0.96725,0.99366,0.99093,0.99996,0.99984,0.84232,0.99798,0.99942,0.99991,0.99994,0.99782,1.0,0.99774,0.99946,0.99998,0.99187,0.99895,0.99222,0.99029,0.97843,0.87562,0.99724,0.96389,0.9273,0.88087,0.98796,0.91285,0.99994,0.99793,0.90164,0.72197,0.99807,0.95189,0.98408,0.82757,0.99271,0.98531,0.99936,0.99324,0.98368,0.98849,0.97106,0.96698,0.88457,0.95571,0.99897,0.95765,0.99886,0.99921,0.99666,0.99808,0.99923,0.99664,0.99943,0.99659,0.88226,0.99403,0.98288,0.99643,0.99964,0.96729,0.99473,0.83559,0.81314,0.98568,0.99894,0.99337,0.99917,0.99958,0.99925,0.99924,0.87905,0.99465,0.99071,0.99398,0.99972,0.98906,0.98519,0.99938,0.99305,0.99926,0.99495,0.99875,0.9851,0.91343,0.99923,0.9982,0.99835,0.9719,0.99254,0.99086,0.98728
33188640b_metr,0.99917,0.99059,0.98394,0.97924,0.99827,0.99216,0.75201,0.95058,0.99808,0.99691,0.99945,0.99371,0.96523,0.92786,0.99904,0.98343,0.99921,0.99992,0.99871,0.98557,0.99187,0.98912,0.96032,0.96582,0.99821,0.97751,0.9995,0.9997,0.76782,0.9994,0.99994,0.99983,0.99944,0.99951,0.99879,1.0,0.9937,0.99938,0.99194,0.99891,0.99176,0.98975,0.92691,0.9017,0.99661,0.98506,0.93548,0.92163,0.9923,0.94916,0.9995,0.99796,0.95205,0.75488,0.99923,0.93125,0.98352,0.93181,0.99526,0.98378,0.99254,0.98557,0.99007,0.96736,0.97019,0.96478,0.9192,0.96745,0.99765,0.91076,0.99918,0.99932,0.99766,0.99924,0.9998,0.99683,0.99965,0.99822,0.85453,0.99653,0.93579,0.99636,0.99941,0.97757,0.99881,0.90152,0.84299,0.98526,0.99963,0.99526,0.99997,0.99998,0.9962,0.99983,0.80946,0.98641,0.9943,0.99616,0.99877,0.99207,0.98449,0.99807,0.99463,0.99909,0.99419,0.99848,0.9543,0.89389,0.99925,0.99973,0.99938,0.95801,0.99623,0.98898,0.98616
33188644a_metr,0.9949,0.99421,0.99534,0.99762,0.99269,0.98877,0.94844,0.99539,0.98628,0.99404,0.9937,0.95532,0.99321,0.98496,0.95129,0.96692,0.94768,0.99172,0.99467,0.9955,0.99869,0.93989,0.94029,0.98947,0.96193,0.98685,0.97203,0.97483,0.83639,0.98893,0.98787,0.99586,0.98292,0.95889,0.98445,0.99472,1.0,0.99053,0.9972,0.99529,0.99553,0.98776,0.8121,0.95889,0.92922,0.99155,0.99618,0.95435,0.98462,0.98896,0.98686,0.99158,0.96986,0.90374,0.99579,0.95595,0.99794,0.98788,0.9885,0.99806,0.92278,0.97789,0.98354,0.90903,0.99481,0.98823,0.87924,0.98279,0.94256,0.80774,0.98826,0.99232,0.99199,0.99668,0.99785,0.99018,0.99129,0.99731,0.95942,0.95884,0.95274,0.95564,0.99658,0.98718,0.98416,0.9815,0.97327,0.99526,0.9836,0.9788,0.98541,0.9839,0.95532,0.9807,0.92758,0.96284,0.99635,0.99105,0.98308,0.92893,0.99092,0.97325,0.97234,0.9854,0.99468,0.98415,0.99846,0.95607,0.98344,0.98743,0.99096,0.99215,0.98816,0.94801,0.97703
33188653a_metr,0.99522,0.92242,0.99598,0.99655,0.99346,0.93,0.90143,0.99908,0.98821,0.98491,0.98498,0.9948,0.99995,0.99396,0.99447,0.99227,0.99334,0.98864,0.99659,0.99877,0.99876,0.9997,0.98111,0.99874,0.96525,0.99913,0.99837,0.99955,0.85239,0.99874,0.9869,0.99829,0.9985,0.97672,0.99596,0.99465,0.98559,1.0,0.99563,0.99197,0.99555,0.99569,0.79666,0.7977,0.97758,0.96583,0.98322,0.86742,0.97289,0.91293,0.99921,0.99189,0.82939,0.73453,0.98653,0.87276,0.99621,0.90113,0.97938,0.99931,0.96988,0.92889,0.97083,0.99535,0.99762,0.99986,0.85116,0.99743,0.97927,0.98764,0.98989,0.99061,0.99149,0.98881,0.99052,0.99262,0.98958,0.9907,0.80183,0.99656,0.97707,0.99199,0.99387,0.9091,0.97308,0.76657,0.82508,0.99681,0.99664,0.97858,0.98504,0.98696,0.98312,0.98487,0.89544,0.97205,0.98863,0.98482,0.99543,0.96587,0.99704,0.99233,0.98882,0.99306,0.99644,0.99328,0.99594,0.91851,0.99122,0.98496,0.98832,0.95627,0.97958,0.98466,0.99816
33188653b_metr,0.98094,0.99554,0.94658,0.9376,0.97702,0.9945,0.64132,0.89095,0.99861,0.99923,0.99714,0.99512,0.91307,0.8587,0.99855,0.94563,0.99779,0.99939,0.99501,0.94732,0.96022,0.95467,0.82545,0.98506,0.99972,0.99075,0.99596,0.99481,0.69719,0.99924,0.98817,0.99359,0.9936,0.99644,0.99879,0.97386,0.99721,0.99417,1.0,0.97957,0.9601,0.95586,0.59926,0.92776,0.99244,0.98642,0.94806,0.93005,0.99274,0.94474,0.98434,0.97624,0.92326,0.66825,0.98847,0.92108,0.94416,0.73196,0.99211,0.94401,0.98542,0.98113,0.99492,0.91978,0.92162,0.97515,0.74723,0.98917,0.98082,0.83655,0.98148,0.98159,0.9789,0.99003,0.99064,0.97324,0.98366,0.98848,0.86532,0.99551,0.81897,0.99653,0.98212,0.97633,0.99992,0.90904,0.86119,0.94823,0.98572,0.99026,0.99445,0.98759,0.99846,0.99031,0.65771,0.95615,0.99716,0.99334,0.99367,0.9897,0.96061,0.99648,0.97649,0.98034,0.9779,0.9778,0.97061,0.94384,0.9812,0.99645,0.98754,0.96889,0.99836,0.98838,0.99033
33188658a_metr,0.99651,0.99047,0.97471,0.96885,0.99459,0.99446,0.72342,0.93618,0.99805,0.99766,0.99897,0.98755,0.953,0.91052,0.99965,0.97406,0.9997,0.99957,0.99547,0.97704,0.98544,0.98205,0.97009,0.953,0.99716,0.96275,0.99983,0.9999,0.82758,0.99969,0.99883,0.99998,0.99987,0.99918,0.99958,0.99303,0.99745,0.99984,0.98504,1.0,0.98484,0.98216,0.94587,0.90173,0.99867,0.98515,0.96706,0.89442,0.98969,0.92567,0.99791,0.99395,0.91441,0.64639,0.99804,0.92216,0.97416,0.85044,0.99454,0.97491,0.99803,0.97623,0.98898,0.97406,0.95802,0.95216,0.86386,0.92757,0.99607,0.93866,0.99629,0.99655,0.99399,0.99855,0.9995,0.99211,0.99737,0.99706,0.88567,0.99725,0.97551,0.99137,0.99699,0.97774,0.99783,0.87979,0.72833,0.97657,0.99772,0.99509,0.9999,0.99875,0.9983,0.9994,0.88386,0.99927,0.99367,0.99687,0.99963,0.99238,0.97556,0.99927,0.99054,0.99617,0.9884,0.995,0.95963,0.88375,0.99643,0.9994,0.99792,0.93726,0.9958,0.98418,0.97771
33188658b_metr,0.97512,0.99199,0.93425,0.92479,0.97022,0.99765,0.628,0.87884,0.9951,0.99611,0.99346,0.95572,0.93128,0.84457,0.99745,0.93321,0.99638,0.99767,0.99312,0.93778,0.95239,0.97737,0.93752,0.90113,0.99818,0.92918,0.99362,0.99185,0.78457,0.99899,0.98252,0.99028,0.99078,0.99244,0.99957,0.96675,0.99832,0.99148,0.95133,0.9729,1.0,0.94607,0.96305,0.91388,0.99119,0.98582,0.95582,0.8734,0.9868,0.90438,0.97961,0.96875,0.91769,0.90002,0.98186,0.93256,0.93286,0.80174,0.98526,0.9345,0.99794,0.96428,0.99272,0.94631,0.90833,0.90044,0.83183,0.9008,0.97734,0.88645,0.97454,0.97507,0.97034,0.98384,0.98563,0.96489,0.9774,0.98123,0.82879,0.99006,0.94924,0.9632,0.97638,0.97399,0.99836,0.86657,0.7696,0.93732,0.97914,0.98303,0.99053,0.98202,0.99976,0.98515,0.90841,0.99844,0.99228,0.98697,0.99137,0.98184,0.93544,0.99532,0.96604,0.97407,0.95749,0.9712,0.91544,0.84681,0.97474,0.99275,0.98087,0.90476,0.99435,0.95596,0.93873
33188661a_metr,0.9937,0.99667,0.97043,0.96371,0.99153,0.99022,0.70285,0.92593,0.99906,0.99839,0.99994,0.98425,0.94403,0.89889,0.99868,0.96972,0.99881,0.99951,0.99654,0.971,0.9802,0.97604,0.90712,0.9493,0.99977,0.98387,0.99936,0.99944,0.79425,0.99927,0.99763,0.99923,0.99894,0.99998,0.99818,0.98955,0.99497,0.99907,0.98131,0.99308,0.98042,1.0,0.72729,0.92916,0.99707,0.9901,0.94198,0.9265,0.99348,0.94839,0.99531,0.99113,0.93604,0.70974,0.99764,0.925,0.9688,0.70502,0.99669,0.96845,0.98685,0.9869,0.99526,0.94749,0.95132,0.95544,0.76456,0.98435,0.99235,0.87885,0.99423,0.99426,0.99254,0.99832,0.99864,0.98927,0.99539,0.99727,0.89018,0.99903,0.87045,0.99781,0.99439,0.98054,0.99992,0.91076,0.81186,0.9716,0.99647,0.99658,0.99974,0.99735,0.99655,0.99852,0.71388,0.96717,0.997,0.99844,0.99859,0.9949,0.97015,0.9984,0.9897,0.99346,0.98398,0.99197,0.96583,0.95003,0.99401,1.0,0.99726,0.98137,0.99786,0.99219,0.97577
