,14711940a_metr,23567403a_metr,28325075a_metr,28325089a_metr,28325090a_metr,29946646a_metr,29946686a_metr,29946686b_metr,33188530a_metr,33188571a_metr,33188571b_metr,33188574a_metr,33188575a_metr,33188582a_metr,33188583a_metr,33188590a_metr,33188593a_metr,33188593b_metr,33188593c_metr,33188602a_metr,33188602b_metr,33188608a_metr,33188608b_metr,33188617a_metr,33188624a_metr,33188624b_metr,33188624c_metr,33188624d_metr,33188624e_metr,33188627a_metr,33188627b_metr,33188633a_metr,33188637a_metr,33188637b_metr,33188640a_metr,33188640b_metr,33188644a_metr,33188653a_metr,33188653b_metr,33188658a_metr,33188658b_metr,33188661a_metr,33188669a_metr,33188670a_metr,33188670b_metr,33188685a_metr,33188685b_metr,33188685c_metr,33188685d_metr,33188686a_metr,33188694a_metr,33188696a_metr,33188698a_metr,33188700a_metr,33188720a_metr,33188723a_metr,33188723b_metr,33188724a_metr,33188726a_metr,33188729a_metr,33188732a_metr,33188732b_metr,33188732c_metr,33188747a_metr,33188757a_metr,33188758a_metr,33188760a_metr,33188760b_metr,33188762a_metr,33188763a_metr,33188784a_metr,33188792a_metr,33188792b_metr,33188792c_metr,33188792d_metr,33188793a_metr,33188795a_metr,33188795b_metr,33188804a_metr,33188804b_metr,33188818a_metr,33188819a_metr,33188823a_metr,33188850a_metr,33188850b_metr,33188851a_metr,33188856a_metr,33188870a_metr,33188873a_metr,33188880a_metr,33188881a_metr,33188898a_metr,33188899a_metr,33188899b_metr,33188899c_metr,33188909a_metr,33188910a_metr,33188914a_metr,33188914b_metr,33188931a_metr,33188932a_metr,33188938a_metr,33188938b_metr,33188939a_metr,33188943a_metr,33188943b_metr,33188945a_metr,33188967a_metr,33188969a_metr,33188969b_metr,33707230a_metr,33707230b_metr,33707241a_metr,33707241b_metr,33707243a_metr
33188757a_metr,0.92965,0.99494,0.86974,0.85643,0.92173,0.99809,0.49861,0.79556,0.97136,0.97547,0.96552,0.93387,0.8256,0.75269,0.97476,0.86831,0.97158,0.97623,0.98992,0.87351,0.89445,0.88657,0.91019,0.90418,0.98382,0.94257,0.9646,0.96065,0.6636,0.9925,0.94283,0.95731,0.95832,0.96319,0.99863,0.91621,0.99719,0.95981,0.90387,0.92614,0.89226,0.88546,0.80645,0.92196,0.96002,0.98328,0.89038,0.87514,0.96995,0.9019,0.93728,0.91958,0.90477,0.65433,0.94272,0.88729,0.86698,0.63557,0.95421,0.86893,0.99822,0.981,0.98968,0.85926,1.0,0.88987,0.6647,0.94831,0.93406,0.72909,0.92912,0.92978,0.92341,0.94623,0.9485,0.91377,0.93374,0.94277,0.7646,0.9609,0.86028,0.96377,0.93177,0.96998,0.98254,0.86229,0.82071,0.87352,0.9372,0.9489,0.95818,0.94181,0.98555,0.94765,0.79763,0.98409,0.9697,0.95505,0.95968,0.94993,0.8706,0.96893,0.91856,0.92798,0.902,0.92328,0.90877,0.91443,0.92918,0.96349,0.94074,0.96909,0.97235,0.95268,0.92652
33188758a_metr,0.99725,0.99307,0.97773,0.97208,0.99568,0.98424,0.72934,0.93949,0.99886,0.99848,0.99938,0.9918,0.95581,0.91461,0.99913,0.97712,0.99925,0.99953,0.99807,0.97922,0.987,0.98364,0.88286,0.98025,0.99809,0.98513,0.9996,0.99957,0.83753,0.99938,0.99943,0.99977,0.99951,0.99912,0.99836,0.99425,0.98975,0.99943,0.98726,0.99674,0.98685,0.98435,0.75554,0.90873,0.99782,0.9896,0.97771,0.96338,0.99132,0.97406,0.99827,0.99525,0.92957,0.67057,0.99892,0.94911,0.9769,0.81248,0.99536,0.9771,0.9644,0.99453,0.99131,0.95901,0.9615,1.0,0.75215,0.99526,0.99609,0.89643,0.99736,0.9975,0.99557,0.99927,0.99987,0.9937,0.99821,0.99811,0.6774,0.99763,0.88543,0.99294,0.9977,0.97964,0.99856,0.94567,0.80443,0.97914,0.99863,0.99606,0.99987,0.99933,0.99683,0.99981,0.84308,0.94257,0.99457,0.99756,0.99911,0.99354,0.9781,0.99858,0.99691,0.99705,0.99715,0.99602,0.98473,0.9255,0.99737,0.9994,0.99883,0.98529,0.99704,0.98519,0.99028
33188760a_metr,0.94349,0.98099,0.94731,0.9495,0.97931,0.99194,0.68221,0.86849,0.92427,0.9332,0.91366,0.97165,0.85904,0.8442,0.92892,0.83923,0.92406,0.96613,0.98527,0.97396,0.89755,0.85824,0.79342,0.95575,0.94878,0.93967,0.91311,0.90686,0.85047,0.95943,0.97831,0.91852,0.9042,0.95882,0.97641,0.97959,0.99585,0.93914,0.86792,0.89878,0.97873,0.91374,0.8165,0.91933,0.9474,0.97714,0.92527,0.91275,0.91792,0.93385,0.91237,0.97422,0.91033,0.62412,0.92906,0.90633,0.93936,0.78066,0.95612,0.94461,0.99232,0.968,0.95374,0.9802,0.93253,0.92773,1.0,0.94882,0.97797,0.71391,0.9773,0.97842,0.96814,0.90259,0.89672,0.97023,0.9796,0.89852,0.76366,0.90302,0.79911,0.98589,0.96067,0.96714,0.96274,0.91467,0.79185,0.9737,0.87744,0.95105,0.97424,0.96418,0.94886,0.94097,0.80427,0.96082,0.91624,0.94503,0.95161,0.88528,0.97137,0.92116,0.94751,0.9509,0.94471,0.94901,0.90609,0.95165,0.96899,0.92449,0.92325,0.95437,0.92092,0.97255,0.95208
33188760b_metr,0.99908,0.99137,0.98381,0.97906,0.99817,0.98305,0.75082,0.95005,0.9983,0.9972,0.99957,0.99356,0.96478,0.92725,0.99909,0.9833,0.9992,0.99997,0.99914,0.9853,0.99164,0.98883,0.97525,0.97431,0.99845,0.98705,0.99934,0.9997,0.85074,0.99962,0.99996,0.9998,0.9994,0.9996,0.99896,0.9972,0.98965,0.99936,0.99183,0.99884,0.9916,0.98957,0.79517,0.90337,0.99656,0.98634,0.97156,0.95276,0.99252,0.97066,0.99942,0.99789,0.91348,0.59687,0.99931,0.93874,0.98331,0.74981,0.9954,0.98348,0.97183,0.99211,0.99062,0.96679,0.96991,0.97669,0.81423,1.0,0.99748,0.90998,0.99916,0.99927,0.99769,0.99934,0.99984,0.99677,0.99963,0.99836,0.63369,0.99667,0.97788,0.99626,0.99933,0.97439,0.99901,0.92811,0.76397,0.98507,0.99965,0.99535,0.99997,0.99998,0.99583,0.99987,0.9421,0.99276,0.9946,0.99638,0.99874,0.99237,0.98427,0.99803,0.99471,0.99901,0.99402,0.99838,0.97826,0.89662,0.9992,0.9998,0.99945,0.97779,0.99652,0.98876,0.99323
33188762a_metr,0.99242,0.93799,0.99441,0.99575,0.98719,0.92026,0.94341,0.99977,0.97528,0.96876,0.98121,0.98816,0.99994,0.99973,0.99099,0.98624,0.98936,0.9923,0.99645,0.99516,0.99705,0.99645,0.99496,0.99564,0.95664,0.99905,0.99775,0.99918,0.89882,0.99964,0.98237,0.9985,0.9983,0.96625,0.99217,0.98903,0.98534,0.99792,0.99501,0.98874,0.99342,0.99207,0.93552,0.81331,0.9776,0.97135,0.98282,0.8528,0.96892,0.95138,0.99927,0.988,0.84415,0.80061,0.98167,0.91382,0.99486,0.96175,0.97153,0.99674,0.97503,0.95446,0.96863,0.98653,0.99748,0.99854,0.95719,0.9984,1.0,0.99844,0.98519,0.9852,0.98741,0.98724,0.99133,0.98836,0.98473,0.98935,0.8359,0.99214,0.99298,0.98386,0.99001,0.93969,0.96914,0.75102,0.82176,0.99429,0.99827,0.96925,0.97836,0.98011,0.98077,0.97779,0.93844,0.95626,0.98963,0.98135,0.99353,0.96125,0.99398,0.99245,0.98152,0.98768,0.99182,0.98768,0.99962,0.9404,0.98378,0.97697,0.9852,0.96618,0.9771,0.97355,0.99425
33188763a_metr,0.99989,0.98006,0.99187,0.98886,1.0,0.99161,0.79001,0.96748,0.99577,0.99432,0.99804,0.99854,0.97915,0.94856,0.99974,0.99152,0.99968,0.99928,0.99108,0.99394,0.99769,0.99605,0.9968,0.97944,0.99481,0.97757,0.99987,0.9998,0.774,0.99864,0.99953,0.99998,0.99968,0.99817,0.99957,0.99991,0.99729,0.99973,0.99723,0.99988,0.99752,0.99637,0.88987,0.87885,0.99697,0.96703,0.9049,0.87652,0.99067,0.97666,0.99967,0.99985,0.85896,0.63771,0.99773,0.896,0.99228,0.78918,0.99381,0.99277,0.98287,0.96684,0.986,0.99972,0.98257,0.97882,0.89546,0.961,0.99778,1.0,0.99951,0.99967,0.99834,0.99801,0.99917,0.99943,0.99963,0.99571,0.7503,0.99584,0.99675,0.9995,0.99996,0.9469,0.99595,0.83925,0.59572,0.99309,0.9988,0.99433,0.99941,0.99969,0.99838,0.99923,0.94863,0.98239,0.99279,0.99399,0.9987,0.98718,0.99285,0.99811,0.99533,0.99985,0.99886,0.99999,0.96499,0.78628,0.99974,0.99859,0.99803,0.89467,0.99244,0.99291,0.99431
33188784a_metr,0.98148,0.99214,0.95546,0.94668,0.97728,0.99419,0.646,0.90672,0.99751,0.99795,0.99657,0.98578,0.91468,0.86029,0.99916,0.94416,0.99848,0.99932,0.99793,0.96266,0.96119,0.95607,0.82553,0.98583,0.99868,0.99007,0.9966,0.99531,0.78744,0.99973,0.98792,0.9941,0.99441,0.99582,0.99943,0.97421,0.99666,0.99496,0.96061,0.97965,0.96,0.97551,0.60799,0.91777,0.99427,0.98829,0.95513,0.95454,0.98869,0.96379,0.98523,0.97607,0.93729,0.56833,0.98739,0.93758,0.94504,0.77347,0.98955,0.9449,0.98387,0.98421,0.99211,0.92378,0.92101,0.97632,0.70217,0.98779,0.98284,0.84016,1.0,0.98156,0.97754,0.98903,0.99049,0.97516,0.98357,0.98679,0.68692,0.99376,0.81478,0.99248,0.98258,0.98138,0.9991,0.93101,0.78239,0.97064,0.9851,0.98789,0.99438,0.98748,0.99961,0.9901,0.63406,0.93625,0.99481,0.99131,0.99477,0.98653,0.97749,0.99763,0.98594,0.98339,0.98709,0.9853,0.97758,0.93905,0.98125,0.99607,0.98657,0.96306,0.9966,0.98012,0.99311
33188792a_metr,0.99693,0.99648,0.99994,0.99942,0.99788,0.97986,0.83967,0.9845,0.99883,0.999,0.99929,0.99855,0.99109,0.97288,0.9915,0.99991,0.99098,0.99649,0.9958,0.99803,0.99648,0.99588,0.96364,0.99448,0.99888,0.98682,0.99258,0.99485,0.84402,0.9964,0.99945,0.99531,0.99242,0.99871,0.99309,0.99808,0.98924,0.99234,0.99903,0.99788,0.99861,0.99908,0.94795,0.91376,0.97686,0.99041,0.93078,0.91353,0.99644,0.94247,0.99434,0.9992,0.92023,0.88346,0.99887,0.93279,0.99955,0.85004,0.99777,0.99743,0.99236,0.98311,0.99523,0.98328,0.99672,0.99231,0.90622,0.98226,0.98471,0.95745,0.9986,1.0,0.99982,0.99964,0.99887,0.99981,0.9988,0.99875,0.78122,0.99788,0.97005,0.99946,0.99731,0.9783,0.9986,0.89254,0.81852,0.99884,0.99904,0.99838,0.99823,0.99914,0.98488,0.99911,0.8917,0.99591,0.99776,0.99874,0.98853,0.99148,0.99881,0.98567,0.99709,0.99766,0.99783,0.99743,0.97683,0.90244,0.99816,0.99914,0.99887,0.95692,0.99762,0.98761,0.99848
33188792b_metr,0.9951,0.97786,0.98563,0.98147,0.98966,0.98932,0.73145,0.95639,0.98161,0.9812,0.98342,0.99358,0.96421,0.88684,0.92209,0.82185,0.91687,0.99264,0.98999,0.97925,0.9788,0.89147,0.81471,0.98189,0.97336,0.98824,0.92812,0.92542,0.82253,0.95548,0.98485,0.97619,0.95187,0.98021,0.97374,0.99266,0.9947,0.97376,0.97224,0.98262,0.98535,0.98829,0.75388,0.92978,0.9009,0.98305,0.9488,0.9468,0.97755,0.96393,0.96181,0.98653,0.91792,0.67527,0.98613,0.90445,0.97469,0.85199,0.96431,0.97689,0.99458,0.96769,0.97944,0.78871,0.95437,0.98579,0.82522,0.98152,0.86582,0.66148,0.9877,0.98761,1.0,0.98223,0.97601,0.98668,0.98749,0.98067,0.77563,0.92432,0.79805,0.9875,0.98486,0.96848,0.98256,0.91079,0.86474,0.97345,0.9447,0.97328,0.98415,0.98528,0.94286,0.98317,0.62741,0.88384,0.97658,0.98355,0.96246,0.88046,0.9711,0.93399,0.98448,0.99081,0.98631,0.99371,0.96003,0.91423,0.98904,0.9826,0.98594,0.92866,0.98429,0.97378,0.99477
33188792c_metr,0.98779,0.99599,0.95765,0.94975,0.98455,0.99206,0.67099,0.90803,0.99943,0.99922,0.99919,0.99625,0.92833,0.87801,0.99969,0.9568,0.99948,0.99998,0.99731,0.96234,0.97041,0.96563,0.84255,0.96262,0.99829,0.98893,0.99869,0.99804,0.78697,0.99979,0.99329,0.99727,0.99725,0.9988,0.99943,0.98195,0.99578,0.99762,0.97096,0.9866,0.97008,0.96637,0.63036,0.92811,0.99612,0.99039,0.95418,0.94673,0.99088,0.95268,0.99052,0.98379,0.9312,0.61695,0.99317,0.93139,0.95593,0.79795,0.99426,0.95615,0.98327,0.98619,0.99541,0.93442,0.93556,0.9755,0.9386,0.99119,0.98763,0.85747,0.98803,0.9882,0.98549,1.0,0.99514,0.98117,0.98984,0.9928,0.72908,0.99747,0.83211,0.9986,0.98872,0.98235,0.99886,0.91567,0.75396,0.95942,0.99128,0.99325,0.99778,0.99289,0.99833,0.99488,0.65954,0.95199,0.99728,0.99591,0.99723,0.99191,0.95774,0.99872,0.98219,0.98726,0.97843,0.98756,0.97314,0.90564,0.98791,0.9989,0.99253,0.96657,0.99853,0.99186,0.98935
33188792d_metr,0.99901,0.99322,0.98406,0.97928,0.99815,0.98788,0.75033,0.94988,0.99866,0.99765,0.99974,0.99359,0.96461,0.92711,0.999,0.98354,0.99899,0.99998,0.99817,0.98524,0.99153,0.98867,0.95693,0.96553,0.99891,0.97639,0.99908,0.99961,0.77265,0.99986,0.99999,0.99967,0.99924,0.99974,0.99874,0.99717,0.99405,0.99922,0.99197,0.99883,0.99164,0.98962,0.89856,0.90831,0.99628,0.9894,0.93083,0.91778,0.99312,0.94483,0.99929,0.99792,0.94754,0.69173,0.99946,0.93215,0.98342,0.74949,0.99578,0.9834,0.99337,0.98378,0.99183,0.96627,0.97005,0.96428,0.81583,0.96549,0.9972,0.90957,0.99921,0.99928,0.99789,0.99947,1.0,0.99686,0.99964,0.99859,0.71525,0.99702,0.94474,0.99631,0.99927,0.97859,0.99938,0.8982,0.84194,0.98518,0.99974,0.99567,0.99995,0.99999,0.99573,0.99989,0.80713,0.98802,0.9952,0.99665,0.99854,0.99279,0.98434,0.99771,0.99502,0.99897,0.99397,0.99835,0.95397,0.89433,0.9992,0.99991,0.99958,0.95619,0.99703,0.9886,0.98589
33188793a_metr,0.99167,0.9972,0.96596,0.95877,0.98912,0.98965,0.69063,0.91926,0.99953,0.99877,0.99995,0.9993,0.93822,0.89111,0.99908,0.9652,0.99925,0.99933,0.9966,0.97846,0.97667,0.97224,0.90901,0.97833,0.99958,0.99423,0.99931,0.99912,0.81603,0.99863,0.99626,0.9987,0.99849,0.99983,0.99871,0.9869,0.99293,0.99871,0.9777,0.99087,0.97676,0.97396,0.67169,0.931,0.99682,0.99219,0.96489,0.9472,0.99252,0.96232,0.99368,0.98862,0.93092,0.48674,0.99628,0.93586,0.96421,0.79352,0.99622,0.96397,0.97558,0.98996,0.99596,0.94248,0.94565,0.98715,0.61368,0.99327,0.99066,0.87072,0.99216,0.99222,0.99023,0.99715,0.99758,1.0,0.99355,0.99596,0.65536,0.99883,0.84574,0.99188,0.99246,0.98398,0.99963,0.92755,0.8112,0.96728,0.9948,0.99575,0.99925,0.99592,0.99739,0.99741,0.68014,0.93869,0.99753,0.99788,0.99824,0.99426,0.96572,0.99868,0.98917,0.99134,0.98747,0.99374,0.97414,0.9119,0.99195,0.99986,0.9958,0.97263,0.9985,0.98427,0.99748
33188795a_metr,0.99413,0.95192,0.9812,0.97749,0.99447,0.88969,0.93988,0.96677,0.98588,0.98452,0.98841,0.99275,0.96596,0.96669,0.98749,0.98863,0.98609,0.98951,0.99258,0.98445,0.9902,0.97938,0.91887,0.9775,0.98325,0.9809,0.99438,0.99294,0.88916,0.99434,0.99366,0.99514,0.99682,0.994,0.98701,0.99356,0.97088,0.99801,0.97905,0.9921,0.98427,0.98512,0.92766,0.86577,0.96496,0.93822,0.99401,0.90568,0.9781,0.88482,0.99585,0.99111,0.80109,0.92495,0.9896,0.83368,0.98233,0.9544,0.98769,0.99316,0.99937,0.91941,0.97303,0.93736,0.98164,0.97754,0.83961,0.97878,0.97397,0.91267,0.99152,0.99299,0.98776,0.98706,0.98863,0.9896,1.0,0.98625,0.94313,0.98574,0.92998,0.99365,0.99582,0.89739,0.98398,0.8397,0.9521,0.98531,0.98309,0.98911,0.99436,0.99587,0.97145,0.99569,0.94152,0.94082,0.98327,0.98659,0.99681,0.98322,0.98689,0.99255,0.99023,0.99538,0.99107,0.99589,0.97049,0.94396,0.99488,0.99074,0.98923,0.9674,0.98353,0.9904,0.9895
33188795b_metr,0.99002,0.99552,0.96449,0.95696,0.98748,0.99203,0.68238,0.91497,0.99991,0.9994,0.99981,0.9847,0.93436,0.88646,0.99853,0.9637,0.99855,0.99924,0.99417,0.964,0.97414,0.96935,0.87416,0.95633,0.99926,0.98588,0.99843,0.99822,0.85068,0.9989,0.99534,0.99769,0.99735,0.99966,0.99817,0.98511,0.99588,0.99761,0.97618,0.98942,0.97481,0.97145,0.74716,0.92545,0.99515,0.98697,0.94064,0.92359,0.99308,0.94547,0.99198,0.98719,0.93399,0.6828,0.99588,0.91774,0.96209,0.7281,0.99706,0.9611,0.98685,0.98634,0.99786,0.93755,0.94317,0.95767,0.74542,0.98416,0.98828,0.86474,0.99101,0.99091,0.98959,0.99677,0.99675,0.98517,0.99235,1.0,0.71038,0.9993,0.87009,0.99693,0.9909,0.97673,0.99901,0.90646,0.7964,0.96529,0.99399,0.99633,0.99861,0.99491,0.99609,0.99659,0.67129,0.968,0.99867,0.99838,0.99696,0.9954,0.9635,0.99764,0.98707,0.9898,0.9786,0.98799,0.96607,0.94949,0.99057,0.99955,0.99528,0.97803,0.99933,0.99054,0.98188
33188804a_metr,0.97115,0.98261,0.95079,0.94416,0.94638,0.99766,0.5231,0.90589,0.96685,0.97012,0.96285,0.96973,0.93061,0.76417,0.97428,0.86862,0.97158,0.98552,0.97644,0.93751,0.92112,0.89307,0.85451,0.96508,0.97825,0.98259,0.96499,0.96101,0.77701,0.98804,0.95196,0.95793,0.9596,0.96594,0.99376,0.94164,0.99318,0.96093,0.92021,0.93419,0.93245,0.96342,0.66742,0.89073,0.96365,0.96331,0.92256,0.94299,0.95732,0.96483,0.94008,0.95271,0.8999,0.59813,0.96096,0.91199,0.93842,0.72767,0.94516,0.9299,0.99185,0.95325,0.97913,0.89078,0.87807,0.97358,0.7209,0.9695,0.93976,0.74602,0.95915,0.9473,0.95213,0.94381,0.94806,0.95755,0.94889,0.9388,1.0,0.95555,0.83632,0.98063,0.93384,0.94857,0.9777,0.88007,0.82752,0.94336,0.93629,0.94774,0.95731,0.959,0.98532,0.95897,0.6833,0.96142,0.96205,0.94938,0.96157,0.94309,0.94944,0.97025,0.96747,0.97069,0.97146,0.97295,0.96261,0.9156,0.96544,0.96145,0.95108,0.94934,0.96602,0.96074,0.98087
33188804b_metr,0.97613,0.99578,0.96637,0.96046,0.98152,0.99649,0.59089,0.92338,0.99216,0.99407,0.98915,0.99688,0.93216,0.82238,0.99381,0.91985,0.99215,0.99474,0.99518,0.988,0.93946,0.9331,0.88152,0.97839,0.9976,0.99362,0.98835,0.9861,0.76632,0.99992,0.97551,0.98407,0.98453,0.98781,0.99924,0.97045,0.99862,0.98544,0.93943,0.96337,0.96796,0.9797,0.7171,0.93134,0.98468,0.98874,0.95202,0.96133,0.98727,0.97413,0.97077,0.97169,0.92516,0.50522,0.97598,0.92523,0.96197,0.7877,0.98128,0.94619,0.98466,0.98034,0.99584,0.89506,0.89199,0.98661,0.65526,0.9924,0.96761,0.80006,0.993,0.97479,0.97054,0.97728,0.97872,0.99244,0.97655,0.97484,0.69077,1.0,0.77247,0.99079,0.96719,0.97984,0.99729,0.91917,0.77445,0.97972,0.97125,0.97816,0.9848,0.98266,0.99798,0.97856,0.62313,0.94091,0.99033,0.98246,0.98515,0.97794,0.96526,0.99043,0.98862,0.98469,0.98911,0.98614,0.97327,0.91328,0.98924,0.98799,0.97365,0.9644,0.99223,0.97873,0.99605
33188818a_metr,0.99966,0.96476,0.9973,0.99764,0.9999,0.99428,0.92527,0.99497,0.99479,0.99301,0.99681,0.99905,0.99554,0.99661,0.99731,0.99733,0.99715,0.99842,0.98611,0.99872,0.99794,0.99487,0.98003,0.99963,0.98943,0.99655,0.99839,0.99889,0.77822,0.99729,0.99878,0.99938,0.9986,0.99388,0.9967,0.99966,0.98675,0.99904,0.99776,0.99963,0.99916,0.99986,0.93778,0.85819,0.99803,0.96216,0.90705,0.84439,0.99043,0.88299,0.99768,0.99939,0.85769,0.78704,0.9972,0.89082,0.99896,0.92902,0.99321,0.99792,0.97312,0.94473,0.98736,0.98847,0.99837,0.99802,0.93972,0.99787,0.99911,0.99088,0.99811,0.99935,0.997,0.99745,0.99872,0.99921,0.9994,0.99635,0.82737,0.99485,1.0,0.99937,0.99992,0.91965,0.99239,0.79442,0.77991,0.99735,0.99752,0.99477,0.9982,0.99883,0.99816,0.99779,0.9205,0.94915,0.99507,0.99578,0.99967,0.98534,0.99916,0.99981,0.99738,0.99946,0.99915,0.99991,0.99667,0.91908,0.99974,0.99723,0.99774,0.95667,0.99377,0.99112,0.99941
33188819a_metr,0.99518,0.99596,0.99696,0.99795,0.99347,0.99264,0.92195,0.99445,0.98892,0.98612,0.993,0.94906,0.99186,0.97547,0.98332,0.92628,0.98066,0.99234,0.99849,0.9926,0.99815,0.93281,0.92357,0.99123,0.99221,0.9704,0.97505,0.97194,0.84081,0.99727,0.99128,0.99489,0.98226,0.97548,0.99963,0.99586,0.98965,0.9923,0.99691,0.99653,0.99815,0.99082,0.9171,0.95337,0.9694,0.99655,0.98973,0.9771,0.98521,0.99506,0.98561,0.99104,0.97371,0.86787,0.9853,0.96506,0.99589,0.98076,0.98961,0.99878,0.95258,0.98479,0.99672,0.93822,0.99089,0.99217,0.87769,0.98767,0.95617,0.83087,0.98722,0.99361,0.99005,0.9976,0.99717,0.99259,0.99339,0.9965,0.9488,0.97478,0.96721,1.0,0.99692,0.98831,0.99107,0.98825,0.96174,0.99542,0.9755,0.98154,0.98829,0.98416,0.99078,0.98119,0.90294,0.9519,0.99497,0.99177,0.98506,0.96664,0.99437,0.98034,0.97471,0.98357,0.98468,0.97857,0.99276,0.95003,0.98216,0.99056,0.99378,0.99719,0.98988,0.94525,0.9666
33188823a_metr,0.99234,0.98435,0.96396,0.9572,0.98941,0.9952,0.69876,0.92232,0.99747,0.9964,0.99873,0.98009,0.94095,0.89407,0.99993,0.96321,0.99986,0.99918,0.99295,0.9678,0.97816,0.9744,0.94916,0.93977,0.99657,0.97494,0.99987,0.99953,0.76874,0.99826,0.99569,0.99914,0.99936,0.99856,0.99958,0.98736,0.99856,0.99953,0.97661,0.99089,0.97669,0.97341,0.92928,0.89275,0.99918,0.97574,0.92853,0.91136,0.98625,0.93906,0.99482,0.9883,0.94181,0.65803,0.99447,0.90921,0.96373,0.69569,0.99214,0.96547,0.99641,0.97832,0.98755,0.9593,0.94509,0.93953,0.81208,0.96007,0.99347,0.87669,0.99154,0.99204,0.98813,0.99545,0.9971,0.98569,0.99327,0.99326,0.65891,0.99588,0.94174,0.98484,1.0,0.96946,0.99735,0.88458,0.84608,0.9667,0.99372,0.99199,0.99883,0.99556,0.99982,0.99686,0.81912,0.99079,0.99363,0.99458,0.99952,0.98927,0.96562,0.99996,0.984,0.99166,0.98148,0.99002,0.9537,0.88949,0.99191,0.99894,0.99417,0.95433,0.99544,0.97848,0.96843
33188850a_metr,0.99572,0.99713,0.994,0.99045,0.99686,0.95486,0.87921,0.98981,0.99754,0.99663,0.9972,0.99636,0.98724,0.96145,0.98901,0.99367,0.98908,0.99328,0.98626,0.99025,0.99371,0.99019,0.90827,0.97801,0.99793,0.96472,0.99165,0.99317,0.83211,0.99099,0.99632,0.99358,0.99183,0.99768,0.98395,0.99659,0.95302,0.99174,0.99724,0.99837,0.99568,0.99469,0.87185,0.95421,0.98426,0.99572,0.97465,0.995,0.99628,0.99805,0.99383,0.99789,0.98313,0.83302,0.99766,0.98873,0.99168,0.98343,0.99884,0.9925,0.95569,0.98346,0.99983,0.96708,0.98492,0.97462,0.8151,0.95725,0.98966,0.92315,0.99789,0.99721,0.99956,0.99819,0.99661,0.9985,0.99697,0.99785,0.94276,0.99993,0.92721,0.99781,0.99915,1.0,0.99715,0.99922,0.97391,0.9925,0.9975,0.99856,0.9962,0.99585,0.9822,0.99671,0.82665,0.93754,0.99915,0.99974,0.9898,0.99688,0.99376,0.98695,0.99875,0.99652,0.9953,0.99664,0.97023,0.94112,0.99704,0.99683,0.99735,0.97293,0.99845,0.98689,0.99122
33188850b_metr,0.88152,0.97894,0.8884,0.88694,0.87078,0.99591,0.55831,0.75649,0.93231,0.93793,0.92533,0.8429,0.81785,0.84794,0.94162,0.83074,0.93732,0.94182,0.9803,0.81388,0.91071,0.86573,0.86779,0.8554,0.95118,0.75631,0.92738,0.9216,0.72772,0.96778,0.90514,0.91713,0.9292,0.922,0.98224,0.86423,0.99576,0.92132,0.88485,0.89846,0.84417,0.83587,0.95318,0.91013,0.92508,0.97042,0.92171,0.84702,0.92663,0.87952,0.93002,0.9022,0.89157,0.42322,0.9437,0.87278,0.89697,0.56463,0.90619,0.89825,0.99448,0.94374,0.96023,0.83329,0.83179,0.75673,0.76472,0.75814,0.89186,0.84564,0.87832,0.88173,0.88547,0.89846,0.91417,0.8781,0.88879,0.89237,0.58865,0.91633,0.86994,0.85613,0.89138,0.96056,1.0,0.8457,0.82933,0.81352,0.92287,0.91781,0.92625,0.89505,0.9597,0.94119,0.86555,0.99155,0.92767,0.90785,0.92212,0.89919,0.93198,0.935,0.86108,0.87988,0.84735,0.87746,0.79294,0.75394,0.93015,0.93537,0.94728,0.73142,0.93246,0.88201,0.89114
33188851a_metr,0.98798,0.99689,0.99198,0.99117,0.99275,0.91381,0.92862,0.98557,0.99815,0.99847,0.99786,0.99375,0.98528,0.98873,0.97265,0.99588,0.97125,0.98949,0.98816,0.99166,0.98636,0.98066,0.96805,0.99576,0.99761,0.99,0.97669,0.98195,0.83675,0.98479,0.99487,0.98304,0.97505,0.99859,0.96996,0.99251,0.93695,0.97517,0.99437,0.99413,0.99587,0.99658,0.7795,0.91772,0.9393,0.99516,0.9788,0.97421,0.99362,0.98252,0.97873,0.99671,0.91273,0.78308,0.99715,0.96474,0.99383,0.93551,0.99662,0.98965,0.91065,0.99178,0.99543,0.95555,0.99251,0.99033,0.63458,0.98904,0.94443,0.97752,0.99762,0.99476,0.99454,0.99528,0.99576,0.99496,0.99444,0.99218,0.82743,0.98753,0.97661,0.9956,0.98937,0.98525,0.99801,1.0,0.85179,0.99114,0.99362,0.9959,0.99281,0.9947,0.951,0.99602,0.925,0.9672,0.99186,0.99406,0.97423,0.99535,0.99372,0.96384,0.99131,0.99031,0.99146,0.99106,0.98763,0.93747,0.99362,0.99618,0.99666,0.96125,0.99627,0.9815,0.99338
