,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,capital
33188694a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.179014212998,116.842627566052,115.643454146824,110.933213703977,107.047713917003,109.260936415788,111.412522335659,108.619037831828,111.361598497526,111.11104814063,109.136521497479,112.163905627795,108.1280642262,110.850749323287,110.891025891246,111.765785523015,110.410793908602,105.895288799128,108.436442038328,104.846539695129,108.281917994036,98.8826649013358,101.594438949954,103.057878062603,93.2442106411088,93.444797115877,93.9144543619192,92.2859843370148,88.8580029736559,88.4663625535058,83.4378274950812,87.7894947595889,80.637336299411,78.587531569837,,,,,,,,Human
33188760b_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9627630978,4.7989289085,6.8923759441,5.4261977658,5.3751049157,5.2053201004,7.9588440819,4.7065627402,5.6440808884,5.6166548515,5.7524002956,7.1450007543,8.2867346576,8.0361099741,8.4584408119,7.9226558794,6.8127427542,6.6668091102,7.9412171473,7.2936567875,7.1034336125,6.0559032614,6.5984265318,8.0050187079,7.8304300293,6.696769838,6.5624537792,6.6985684219,8.2822875414,10.0344449088,7.7069979155,6.2068815995,6.4043353009,5.2166243641,,,,,,,Human
33188575a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.93,16.85,18.42,19.83,20.1,20.51,21.14,21.95,21.91,21.97,21.42,21.86,23.0,23.86,23.95,23.79,22.9,22.23,21.75,23.66,23.32,23.35,23.78,24.39,24.48,25.19,25.58,25.92,25.41,25.98,29.65,27.92,26.66,26.93,,,,,,,,Social
33188880a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16954715548335,0.474174353120895,0.644209998346697,0.688787280976436,0.733345329207485,0.774708876592131,0.707515101865143,0.774908885475456,0.848463359508263,0.833978425937238,2.00206287638463,0.659448449707301,0.718678589631699,0.901680381177903,0.929910083837069,0.964426838694635,0.967008323817042,0.964469400009786,0.959902433497611,0.958306389650057,0.96017879546376,0.837636064828478,0.799943733113957,0.765536804685659,0.754566550641238,0.681316015207995,0.664936265460531,0.705069686906927,0.764897835149619,0.679256423694171,0.709910127228578,0.759272803323656,0.785202574061953,0.74653283491628,,,,,,,,Natural
33188898a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,91.67,96.58,92.61,91.23,88.14,84.82,78.76,77.19,76.95,75.94,70.4,67.91,69.64,72.83,72.19,72.5,69.86,69.48,64.13,68.01,73.45,76.32,75.16,77.03,74.83,78.51,79.18,74.87,80.7,92.53,94.93,91.71,102.59,,,,,,,,Natural
33188698a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8336320820166,16.1370315958554,16.1074133201982,16.9288181206542,17.2206613122683,16.6858080785136,15.8442076248426,16.4504231679515,16.0890667725785,17.3619537675371,16.9685514274706,17.7115748322625,17.3992398997156,17.4564481608402,17.5962858488483,16.7135948734524,16.9947798802686,18.7092018898757,18.9509502007406,19.3723959998991,19.8716413201798,19.3962945176475,21.2749317507006,21.4619505514027,21.744849683525,23.3068689573774,22.5907297317976,22.9577738873718,23.6866662959019,24.3085490848061,27.2883416277579,28.0059645064427,25.729160029296,27.9958129371888,,,,,,,,Natural
33188760a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4383286439,4.2528159393,5.8606247865,6.5449381394,5.5319225219,4.0502269908,3.8409485563,6.9981335786,5.6557586305,3.9073963731,5.4904522694,3.925244754,8.7215001671,7.3607283405,9.0830190412,7.4651795715,7.3924317377,7.3948930071,8.9538988716,7.7741147577,5.1310352174,6.3485243388,8.4388957198,7.6044640971,5.954780299,7.1141824448,7.1779906044,6.0494658756,3.9546072578,6.5950240386,7.6337152436,6.3843968149,6.3140239666,6.6611169844,,,,,,,Human
33188758a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1928748749,4.5335187597,6.3849365839,5.9768431254,5.450402685,4.6513370591,5.9948614669,5.772108983,5.6498804347,4.8062935686,5.6254451995,5.585559608,8.4975514109,7.7088621715,8.7614741444,7.7029882,7.0851621902,7.0187235209,8.4463962822,7.5237255409,6.1374139204,6.1974666634,7.4846276963,7.8109684732,6.9077943621,6.905961244,6.858416399,6.3883864321,6.1782250944,8.3984414406,7.6723763042,6.2925528626,6.3621176695,5.9086016846,,,,,,,Human
33188624d_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.515,26.405,24.975,22.235,22.83,26.495,26.785,21.77,19.675,18.84,18.675,20.34,24.3,19.7,19.11,22.565,18.95,17.745,17.35,16.325,16.295,14.42,15.385,11.66,13.22,11.5025,11.5525,13.07,11.14,9.98,10.875,12.15,9.86,,,,,,,,Human
33188624c_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.045,30.66,28.435,26.725,24.75,30.37,29.925,25.36,23.34,20.645,21.38,24.015,27.1,22.2,21.49,23.35,20.305,18.355,18.325,18.08,18.3,16.165,17.545,13.535,15.745,13.7055,13.6505,14.602,12.64,11.83,12.565,14.245,11.455,,,,,,,,Human
33188700a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4597062396335,57.057362897133,57.7400645805266,58.5592136269939,58.8020807030996,58.9530083662127,59.8324351179134,61.3544332459302,62.063313850084,65.047124584446,66.4295181450708,65.734208113837,65.9998665222551,67.5233491108462,69.6100721222642,73.5828854795034,77.6270067883066,79.9998436665357,77.5659047045963,79.5024282190282,80.3471645682087,80.4872798299135,80.922698748659,81.2854983904716,80.653760300695,80.9531790743627,80.9951995634431,83.3326499553714,83.59827199017,80.6444236366764,85.5951680272204,89.8100199272645,90.0267053616877,,,,,,,,Economic
33188724a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.885004103242,101.80881053925,102.521836426965,104.350807833266,106.585269789594,109.763817049179,111.076345788646,110.585253194589,114.160393569168,116.781853365443,117.383424843709,116.825789558211,117.504486444851,120.212095433205,123.224807284316,125.603416422331,126.826777790888,123.983523351272,127.508172441023,126.778470146599,127.274908090906,129.625720545241,130.903242479987,130.039054915004,130.873906322107,132.972903260533,136.041887849812,136.797276205289,139.055504548862,142.653079832917,144.470209382705,142.935908685791,,,,,,,,Human
33188624b_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.735,37.96,35.065,32.2,29.945,31.335,33.855,29.99,28.08,28.485,27.59,31.245,32.7,27.7,28.15,28.09,24.435,22.45,21.385,20.035,21.735,19.2,18.33,14.665,17.4,15.271,16.483,16.378,13.975,13.715,14.415,15.695,13.035,,,,,,,,Human
33188602b_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6144.8,6272.8,5997.9,5726.0,5738.5,5524.0,5059.712,4883.9,4767.4,4447.6,4474.1,4255.1,4102.5,3955.9,3819.1,3678.0,3492.4,3382.3,3256.5,3243.9,2964.2,2930.5,2838.1,2824.0,2634.9,2702.5,2444.0,2561.9,2501.0,2353.5,2488.9,2461.0,2417.4,,,,,,,,,Human
33188873a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0578215451659,56.9138372894525,56.6200268186414,53.9998108689677,52.9284552723539,53.7950179050419,54.4398589146845,53.2191756548825,54.7505242575694,54.5503212331838,53.8094103562539,55.3373233026551,53.7787459858048,54.8383159134735,55.4320298062246,56.0605477340017,55.734045182007,53.7956801754449,55.1894024770268,53.7075986125643,55.2929384388432,51.170866749762,52.4969032798714,53.3448940208563,49.4067096414148,48.8886525850749,49.1941695625635,48.2231800615948,46.7140976637912,46.4650249019653,43.7966818755842,45.1375829936138,41.6304223523114,,,,,,,,,Natural
33188582a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67827220405804,7.64992659548951,7.55559367826136,7.45906709499982,7.43802520069367,7.43518743770349,7.33787178354416,7.11349417766821,7.06902241945603,7.00756759308097,6.97751189472293,6.99858672393425,6.91172713220389,6.79039840279179,6.77723181582668,6.85592333533213,6.87639020015065,6.90840282981908,7.00122615758461,6.89919991681313,6.91117389687991,6.85203329141142,6.87600653116117,6.74863321403386,6.83993356420462,6.74494560915746,6.73080872607876,6.70638000402536,6.60933732851585,6.511549793624,6.46743418035762,6.51462355077326,6.43297451239992,,,,,,,,,Natural
33188624a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.305,49.08,46.7,41.035,38.3,42.5,39.26,35.18,33.48,28.745,28.955,32.015,35.5,30.1,30.53,34.28,27.68,25.35,24.95,23.53,24.135,21.27,23.69,17.49,19.755,18.0025,18.6075,18.5005,16.51,14.77,15.675,16.83,14.145,,,,,,,,Human
33188624e_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.565,16.855,14.335,13.555,13.575,16.2,14.175,11.525,11.91,10.625,11.32,12.78,14.9,11.6,11.415,11.025,10.61,9.655,9.43,8.525,8.705,7.595,7.81,6.945,7.65,6.3225,6.483,7.975,6.72,6.775,7.36,8.25,6.93,,,,,,,,Human
33188602a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2846.2,2883.6,2773.5,2819.5,2744.9,2709.4,2530.479,2489.5,2326.7,2353.2,2270.9,2212.1,2213.9,2091.8,2059.4,1975.7,1973.6,1902.9,1782.7,1762.2,1732.7,1688.6,1616.8,1575.2,1516.6,1521.0,1506.0,1412.4,1508.3,1361.3,1402.1,1379.8,1421.5,,,,,,,,,Human
33188590a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.782697037952,133.671291991373,130.902521558519,113.823586202028,111.827362324637,116.75427888793,117.769582078321,95.1487980660314,100.200591339753,104.603224895469,96.810840490584,103.976677826659,100.470801869336,119.408960011097,97.384990140411,93.2242622036528,108.586600757009,102.474027565021,96.7973841857975,92.2782650116639,103.466304669028,88.2649647202635,90.695313047275,103.282873831791,97.6188792970108,104.156623681835,104.803192006096,92.0175282939357,100.619900388376,90.2136041084835,82.530063861458,100.574204974604,93.8255350223246,,,,,,,,,Natural
23567403a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,116.0,116.0,117.0,120.0,122.0,123.0,125.0,126.0,128.0,129.0,129.0,130.0,133.0,135.0,136.0,138.0,141.0,144.0,146.0,147.0,149.0,155.0,156.0,161.0,162.0,165.0,168.0,169.0,172.0,174.0,,,,,,,,,,,Natural
33188763a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.0,1292.0,1433.0,1714.0,1996.0,3413.0,4308.0,5807.0,8192.0,7669.0,7151.0,6835.0,8020.0,7130.0,7510.0,7997.0,11513.0,14825.0,15807.0,16519.0,17781.0,19165.0,22956.0,24959.0,23854.0,26832.0,20144.0,29050.0,33936.0,42318.0,,,,,,,,Economic
33188513a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6550730526639,24.2322125704782,24.6856461872795,25.9143990021021,26.231852868764,26.4384326498806,25.6583170732557,25.9471201856558,25.8307747621751,26.5402322013311,26.6819769338276,26.8183299307151,27.102490086567,26.477323597716,25.1925947331632,25.2808039478346,25.533225779732,26.4372132147976,26.2621882093986,26.28964424748,26.4112041843016,26.5586728368126,27.1285508752359,26.5820078084979,26.5179492640464,26.7346864547826,26.0038215797748,25.2132988817752,25.0704640919342,,,,,,,,Economic
33188729a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6050315,50.7029271,51.6872068,51.8903345,51.762425,52.915827,53.9331232,53.6669852,52.7444067,53.0967538,53.857776,54.2594844,55.0854086,55.5888494,54.108871,55.3241469,55.7206102,56.2267701,56.7287547,57.8123025,58.3795389,58.5202122,58.9392309,59.847209,58.4888101,59.4299479,60.3214326,60.7694326,61.5199823,,,,,,,Human
33188931a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,5.5,5.8,6.5,6.3,6.9,6.5,6.4,6.4,6.3,6.0,6.3,6.5,6.5,5.9,5.9,6.8,6.7,6.7,7.0,7.0,7.1,7.0,7.1,7.1,7.3,7.3,7.3,7.1,,,,,,,Social
33188518a_metr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.64378566915,10.4769669309522,10.9240191923653,9.73974550167373,9.73905589044144,9.66599042484804,10.1227291894751,10.5701925887205,10.3047725876012,10.1473578850452,10.2909495837251,10.5006313430986,10.8084782626506,10.712965964414,10.8437081938979,10.3942372643551,10.9307882698653,11.0072417648288,11.210881993913,11.1298494461448,11.1590108240947,10.8777647759899,10.8637130902599,10.6356357170873,10.8131385436818,11.5868903609493,11.5570752888286,11.9392278498585,,,,,,,,,Natural
