Year,Women,Men
2011,24.8812678209355,33.0082296918286
2012,24.6619823152293,32.9446462387648
2013,24.5320027778633,33.0616658248029
2014,24.4378366488694,33.0315215415734
2015,24.2315556353769,32.993282607952
2016,24.0372427945829,33.1707116376891
2017,24.0724032081784,33.3701273740736
2018,24.232187308062,33.446348053803
2019,24.1699734171257,33.5330534063034
2020,24.2228432546691,33.55282732152
2021,24.6191383541758,33.9353178382365
2022,24.6740612072475,34.0673562968004
