Year,Visiting museums and exhibitions,95% Confidence interval (+/-),Going to festivals (all types),95% Confidence interval (+/-)
2014,72.2285513207096,0.8314244126765,37.8058991977933,0.8768692178317
2019,70.6207487755446,0.92784821930989,46.5268846818668,0.99217419926557
