Year,Data
1996,5.38731979046682
2000,6.231486026452
2004,5.81924760329494
2008,5.36116444555338
2012,7.27898573986855
2015,8.41474263505171
2017,8.39078996144729
2019,8.90141085130174
2021,9.71774790104962
