Year,Data
2001,151.13881973416
2002,150.096234538872
2003,149.078028390753
2004,149.604623688664
2005,150.051389119259
2006,152.218784923792
2007,156.014002574876
2008,158.699415850952
2009,158.0075641382
2010,159.945795476404
2011,153.795254770631
2012,157.219927608286
2013,163.456117718065
2014,166.685091786021
2015,165.122679004096
2016,166.446259884458
2017,169.334324562368
2018,174.514256210259
2019,174.2195139352
2020,149.902621022431
2021,161.524301504164
2022,166.627382667933
