Year,In percent
1994,23.7919658451387
1996,22.9056603773585
1998,21.4879084364039
2000,21.4916231309674
2002,20.8764665286404
2004,19.8815566835871
2006,19.0602689689524
2008,18.7043351193376
2010,17.9624664879357
2012,18.8615901113994
2014,15.1162790697674
2016,14.5760655240406
2018,14.3787878787879
2020,13.810589
2022,11.7224178403756
