Year,Index 2000 = 100
2000,100
2001,104.130825943901
2002,92.901488233801
2003,88.8260856114932
2004,88.5314666829577
2005,89.5614032237023
2006,91.0002564291381
2007,86.62041763481
2008,80.6954825204205
2009,77.8645627730975
2010,82.7043148829802
2011,82.6541453397445
2012,83.8620269189439
2013,84.1053582936999
2014,77.539853333257
2015,76.5040251099007
2016,78.2327164831626
2017,71.0366938203187
2018,72.7447443395828
2019,72.162034605656
2020,66.5344795139814
2021,69.3653505615689
