Year,In percent
2002,2.77946441744436
2003,2.62466734403543
2004,2.70221687689545
2005,2.67985714819369
2006,2.75160911496424
2007,2.72792082447115
2008,2.59501606014478
2009,2.55228686099009
2010,2.71850689181098
2011,2.71325381276768
2012,2.98022292109576
2013,2.92761124583104
2014,2.77133889513333
2015,3.22199638179466
2016,3.27210263737018
2017,3.24459457312531
2018,3.64486793769978
2019,3.610382257788
2020,3.83484954848515
2021,3.05018838533416
2022,4.52010764745253
2023,3.91533624401047
