Year,In percent
2011,29.8893968368754
2012,29.7556936800861
2013,29.766131001536
2014,29.694475335252
2015,29.5726534685319
2016,29.5988938475043
2017,29.7279613003717
2018,29.8223447501169
2019,29.8343622323555
2020,29.8556758787761
2021,30.2440071033399
2022,30.3195765034787
